TicketID,ApartmentNumber,IssueDescription,Priority,DateReported,Status
1629,177,Pest control,Low,2025-07-13,In Progress
1630,112,Faulty door lock,High,2025-10-12,Closed
1631,149,Painting required,Low,2025-01-26,Closed
1632,180,Heater not working,Low,2025-09-23,In Progress
1633,191,Noise complaint,Medium,2025-02-16,In Progress
1634,304,Faulty door lock,High,2025-05-29,Closed
1635,372,Roof leak,Medium,2025-02-06,Closed
1636,244,Garage door malfunction,Medium,2025-04-10,Open
1637,234,Mold in bathroom,Low,2025-10-01,In Progress
1638,377,Clogged drain,High,2025-12-02,Closed
1639,317,Faulty door lock,Low,2025-10-07,Closed
1640,195,Pest control,Low,2025-07-16,Closed
1641,383,Heater not working,Medium,2025-05-09,In Progress
1642,355,Roof leak,High,2025-03-10,Closed
1643,353,Clogged drain,Low,2025-04-03,In Progress
1644,248,Mold in bathroom,Low,2025-02-05,Open
1645,191,Heater not working,Low,2025-10-26,Open
1646,193,Roof leak,Medium,2025-01-08,Closed
1647,197,Clogged drain,Low,2025-02-05,In Progress
1648,127,Noise complaint,Low,2025-06-02,Open
1649,201,Leaky faucet,Medium,2025-06-13,In Progress
1650,193,Light fixture flickering,High,2025-04-15,Closed
1651,320,Broken window,High,2025-08-15,Closed
1652,111,Broken window,High,2025-12-19,Open
1653,369,Doorbell not working,Low,2025-01-29,Closed
1654,215,Broken window,Medium,2025-07-07,Open
1655,203,Pest control,Low,2025-10-26,In Progress
1656,230,Doorbell not working,High,2025-11-11,Open
1657,213,Leaky faucet,Medium,2025-03-18,Open
1658,366,Doorbell not working,Medium,2025-12-06,Open
1659,385,Leaky faucet,Low,2025-03-25,In Progress
1660,208,Noise complaint,High,2025-02-07,Closed
1661,350,Leaky faucet,High,2025-09-09,In Progress
1662,306,No hot water,Low,2025-07-08,In Progress
1663,396,Light fixture flickering,High,2025-03-16,Open
1664,112,Leaky faucet,Medium,2025-04-17,Open
1665,175,Broken window,High,2025-02-17,Open
1666,191,Clogged drain,Low,2025-06-30,Closed
1667,338,Air conditioning not cooling,Medium,2025-07-01,In Progress
1668,129,No hot water,Medium,2025-11-23,In Progress
1669,219,Mold in bathroom,High,2025-03-29,In Progress
1670,334,Roof leak,Medium,2025-06-02,Closed
1671,210,Pest control,Low,2025-06-24,In Progress
1672,306,Faulty door lock,Low,2025-05-31,Open
1673,282,Doorbell not working,Low,2025-04-03,Open
1674,241,Air conditioning not cooling,High,2025-07-19,In Progress
1675,390,Air conditioning not cooling,Low,2025-06-23,In Progress
1676,375,Air conditioning not cooling,Medium,2025-11-03,Open
1677,275,Garage door malfunction,Medium,2025-01-26,Closed
1678,290,Heater not working,Low,2025-02-17,Closed
1679,231,Painting required,Medium,2025-03-21,Open
1680,395,Painting required,Medium,2025-07-25,In Progress
1681,224,No hot water,Medium,2025-12-25,Closed
1682,233,Heater not working,High,2025-05-02,Open
1683,158,Broken window,Low,2025-12-09,Open
1684,343,Clogged drain,Low,2025-01-06,Open
1685,101,No hot water,Low,2025-12-15,Closed
1686,196,Pest control,Low,2025-06-10,In Progress
1687,374,Clogged drain,Low,2025-04-12,Open
1688,316,Pest control,Medium,2025-08-29,Closed
1689,277,Pest control,Medium,2025-05-01,Open
1690,286,Noise complaint,Low,2025-09-26,Open
1691,266,Pest control,Low,2025-07-23,Closed
1692,354,Clogged drain,Medium,2025-06-08,Closed
1693,261,Leaky faucet,Medium,2025-10-17,Closed
1694,298,Mold in bathroom,Medium,2025-07-17,In Progress
1695,206,No hot water,High,2025-04-30,In Progress
1696,157,Painting required,Low,2025-03-28,Closed
1697,126,Roof leak,High,2025-10-05,Closed
1698,201,Leaky faucet,Low,2025-06-12,Open
1699,180,Leaky faucet,Low,2025-01-23,Closed
1700,319,Roof leak,Medium,2025-09-09,Closed
1701,183,No hot water,Low,2025-09-03,Closed
1702,266,Broken window,Low,2025-10-08,Open
1703,280,Mold in bathroom,Low,2025-10-17,In Progress
1704,117,Doorbell not working,Low,2025-05-06,Open
1705,291,Clogged drain,Low,2025-05-10,Closed
1706,375,Mold in bathroom,Low,2025-01-05,In Progress
1707,160,Broken window,Low,2025-07-08,Open
1708,198,Garage door malfunction,Low,2025-07-15,Closed
1709,310,Painting required,Low,2025-09-04,In Progress
1710,339,Mold in bathroom,Low,2025-05-31,Open
1711,281,Garage door malfunction,Medium,2025-12-27,Closed
1712,207,Air conditioning not cooling,Low,2025-09-04,In Progress
1713,259,Heater not working,Low,2025-03-18,In Progress
1714,165,Air conditioning not cooling,Low,2025-12-02,In Progress
1715,313,Light fixture flickering,High,2025-07-23,In Progress
1716,355,No hot water,Low,2025-06-12,In Progress
1717,219,Roof leak,Low,2025-06-18,Closed
1718,172,Doorbell not working,Low,2025-08-31,In Progress
1719,344,Faulty door lock,High,2025-05-31,In Progress
1720,230,Painting required,Low,2025-05-29,Open
1721,260,Broken window,Medium,2025-04-11,In Progress
1722,396,Garage door malfunction,High,2025-04-11,Closed
1723,362,Faulty door lock,Medium,2025-06-03,Closed
1724,160,Painting required,High,2025-01-10,In Progress
1725,303,Noise complaint,Medium,2025-04-03,Closed
1726,343,Painting required,Medium,2025-06-28,Open
1727,288,Clogged drain,Low,2025-11-29,Open
1728,289,Pest control,Low,2025-02-06,Open
1729,228,Mold in bathroom,Medium,2025-11-29,In Progress
1730,331,Pest control,Low,2025-04-18,In Progress
1731,133,Garage door malfunction,High,2025-01-14,Closed
1732,288,Garage door malfunction,Low,2025-08-13,Open
1733,358,Mold in bathroom,Low,2025-05-17,In Progress
1734,132,No hot water,Low,2025-02-13,In Progress
1735,351,Painting required,High,2025-03-18,Closed
1736,207,Heater not working,Low,2025-02-03,Open
1737,138,Doorbell not working,Low,2025-12-06,Open
1738,398,Heater not working,High,2025-05-11,In Progress
1739,381,Light fixture flickering,Low,2025-12-18,In Progress
1740,117,Air conditioning not cooling,Low,2025-09-25,Closed
1741,131,Painting required,High,2025-05-11,In Progress
1742,326,Noise complaint,Medium,2025-11-18,Open
1743,389,Light fixture flickering,High,2025-11-21,Open
1744,241,Heater not working,Low,2025-06-20,In Progress
1745,376,Pest control,Medium,2025-06-30,In Progress
1746,200,Mold in bathroom,Low,2025-08-29,Open
1747,288,Noise complaint,Low,2025-05-18,Closed
1748,342,Broken window,Medium,2025-04-13,Open
1749,231,Roof leak,Low,2025-07-20,Closed
1750,371,Pest control,Low,2025-09-18,In Progress
1751,335,Heater not working,Low,2025-10-08,Open
1752,321,Heater not working,Medium,2025-07-18,Open
1753,369,No hot water,High,2025-03-04,Closed
1754,354,Broken window,Medium,2025-07-28,Open
1755,245,No hot water,Low,2025-02-19,In Progress
1756,192,Roof leak,Medium,2025-07-12,Closed
1757,301,Heater not working,High,2025-03-25,In Progress
1758,161,Air conditioning not cooling,Low,2025-07-05,Open
1759,118,Leaky faucet,Low,2025-08-19,Open
1760,201,Heater not working,Medium,2025-09-24,Closed
1761,261,Air conditioning not cooling,Medium,2025-11-24,Open
1762,359,Clogged drain,Low,2025-02-07,Closed
1763,232,Noise complaint,Low,2025-07-11,Closed
1764,352,Air conditioning not cooling,High,2025-08-07,In Progress
1765,237,Clogged drain,High,2025-03-01,Open
1766,310,Roof leak,Low,2025-01-25,Closed
1767,361,Pest control,High,2025-02-12,In Progress
1768,260,Light fixture flickering,Low,2025-09-05,Closed
1769,290,Painting required,Low,2025-04-28,Open
1770,305,Painting required,High,2025-07-07,Open
1771,298,Mold in bathroom,Low,2025-03-31,In Progress
1772,179,Painting required,High,2025-03-05,Closed
1773,116,Noise complaint,High,2025-09-06,In Progress
1774,178,No hot water,Low,2025-08-14,Closed
1775,181,Heater not working,Medium,2025-03-03,Open
1776,187,Noise complaint,Low,2025-02-20,Closed
1777,285,Mold in bathroom,Low,2025-08-28,Open
1778,109,Garage door malfunction,Medium,2025-07-10,Closed
1779,128,Roof leak,Low,2025-09-28,Closed
1780,327,Noise complaint,Medium,2025-02-25,In Progress
1781,245,Broken window,Low,2025-11-02,Closed
1782,389,Mold in bathroom,High,2025-01-26,Closed
1783,350,Broken window,Low,2025-09-08,In Progress
1784,362,Faulty door lock,Low,2025-09-25,Closed
1785,321,Mold in bathroom,Medium,2025-09-08,In Progress
1786,324,No hot water,Medium,2025-03-30,In Progress
1787,172,Roof leak,Low,2025-09-14,In Progress
1788,282,Broken window,High,2025-05-27,In Progress
1789,252,Garage door malfunction,High,2025-07-10,In Progress
1790,243,Doorbell not working,Medium,2025-04-01,In Progress
1791,264,Garage door malfunction,Low,2025-06-11,Open
1792,139,Noise complaint,Low,2025-05-27,Open
1793,168,Garage door malfunction,Low,2025-03-06,In Progress
1794,265,Garage door malfunction,High,2025-01-26,In Progress
1795,327,Doorbell not working,Low,2025-10-22,Closed
1796,229,Clogged drain,Low,2025-05-22,In Progress
1797,155,Noise complaint,Low,2025-04-15,In Progress
1798,244,Doorbell not working,Medium,2025-06-16,Open
1799,128,Broken window,Low,2025-06-02,In Progress
1800,168,Painting required,Low,2025-02-27,Closed
1801,306,No hot water,Low,2025-12-11,Open
1802,244,Leaky faucet,Low,2025-06-19,Closed
1803,330,Heater not working,Medium,2025-08-01,Closed
1804,337,Air conditioning not cooling,Low,2025-04-26,Open
1805,222,Air conditioning not cooling,Low,2025-06-15,Closed
1806,307,Faulty door lock,Low,2025-10-20,In Progress
1807,172,Clogged drain,Low,2025-01-09,Closed
1808,378,Painting required,High,2025-01-26,Closed
1809,161,Garage door malfunction,High,2025-05-03,Open
1810,344,Air conditioning not cooling,Medium,2025-12-27,In Progress
1811,191,Heater not working,Low,2025-03-19,Closed
1812,212,Mold in bathroom,High,2025-11-01,Open
1813,247,Painting required,Low,2025-02-26,In Progress
1814,276,Light fixture flickering,Low,2025-10-06,Open
1815,395,Clogged drain,Low,2025-09-02,In Progress
1816,308,Mold in bathroom,Low,2025-03-07,Closed
1817,366,No hot water,Low,2025-12-02,Open
1818,121,Noise complaint,Low,2025-09-13,Closed
1819,219,Pest control,Low,2025-05-17,Open
1820,126,Leaky faucet,Low,2025-02-18,Closed
1821,130,Painting required,High,2025-12-01,In Progress
1822,164,Pest control,Low,2025-12-11,Open
1823,161,No hot water,Low,2025-08-09,Open
1824,369,Pest control,Medium,2025-05-23,In Progress
1825,346,Pest control,Low,2025-10-03,Open
1826,309,Noise complaint,Low,2025-12-18,In Progress
1827,254,No hot water,Medium,2025-01-27,Open
1828,327,Leaky faucet,Low,2025-06-29,Open
1829,362,Leaky faucet,High,2025-08-06,In Progress
1830,363,Leaky faucet,Medium,2025-06-05,In Progress
1831,214,No hot water,Low,2025-02-09,Closed
1832,105,Noise complaint,High,2025-10-29,In Progress
1833,119,Heater not working,High,2025-12-29,Open
1834,226,Heater not working,High,2025-12-25,In Progress
1835,231,Leaky faucet,High,2025-03-27,Closed
1836,365,Broken window,Medium,2025-11-17,Open
1837,288,Roof leak,Medium,2025-05-05,Closed
1838,215,Light fixture flickering,Low,2025-07-29,In Progress
1839,360,Painting required,Medium,2025-12-13,Closed
1840,161,Roof leak,Medium,2025-06-05,Closed
1841,284,Noise complaint,High,2025-07-28,In Progress
1842,237,Roof leak,Medium,2025-09-05,Closed
1843,194,Garage door malfunction,Low,2025-06-15,In Progress
1844,295,Garage door malfunction,Low,2025-01-08,Closed
1845,308,Faulty door lock,Low,2025-06-12,Open
1846,172,Air conditioning not cooling,Medium,2025-01-21,In Progress
1847,136,Heater not working,Low,2025-11-21,In Progress
1848,256,Garage door malfunction,Low,2025-08-22,Closed
1849,323,Broken window,Medium,2025-05-29,Closed
1850,187,Air conditioning not cooling,Medium,2025-07-17,In Progress
1851,107,Garage door malfunction,Low,2025-08-19,In Progress
1852,375,Mold in bathroom,High,2025-03-10,Closed
1853,293,Heater not working,Low,2025-10-19,Closed
1854,349,Pest control,Low,2025-08-27,Closed
1855,259,Broken window,Low,2025-04-06,Open
1856,167,Painting required,Low,2025-11-02,Closed
1857,353,No hot water,High,2025-02-11,Closed
1858,167,Leaky faucet,High,2025-03-09,Open
1859,200,Leaky faucet,Low,2025-05-04,In Progress
1860,198,Light fixture flickering,Low,2025-10-08,In Progress
1861,302,Broken window,Low,2025-05-06,Closed
1862,118,Garage door malfunction,Low,2025-04-06,Open
1863,281,Leaky faucet,High,2025-02-23,Open
1864,140,Heater not working,Low,2025-03-21,Open
1865,204,Painting required,Low,2025-06-30,Open
1866,149,No hot water,Low,2025-03-27,Closed
1867,267,No hot water,Medium,2025-08-11,Open
1868,291,Pest control,Medium,2025-12-16,Closed
1869,216,Clogged drain,Low,2025-08-23,In Progress
1870,199,Air conditioning not cooling,High,2025-01-15,Closed
1871,351,Painting required,Low,2025-10-01,Open
1872,126,Air conditioning not cooling,Medium,2025-09-22,In Progress
1873,118,Roof leak,Low,2025-10-11,In Progress
1874,195,Noise complaint,Low,2025-01-29,Closed
1875,362,Mold in bathroom,Low,2025-12-05,Closed
1876,201,Pest control,High,2025-03-08,Closed
1877,107,Noise complaint,High,2025-01-05,Closed
1878,169,Doorbell not working,Medium,2025-01-14,Closed
1879,128,Air conditioning not cooling,Low,2025-10-12,In Progress
1880,132,Doorbell not working,Low,2025-01-03,In Progress
1881,390,Broken window,Low,2025-10-17,In Progress
1882,120,Light fixture flickering,Low,2025-01-27,Open
1883,318,Roof leak,High,2025-01-20,Open
1884,250,No hot water,Low,2025-06-27,Open
1885,258,Air conditioning not cooling,Low,2025-03-16,Closed
1886,376,Broken window,Medium,2025-12-26,Open
1887,166,Painting required,Low,2025-10-25,Open
1888,221,Faulty door lock,High,2025-02-24,In Progress
1889,340,Clogged drain,High,2025-07-28,Open
1890,212,Faulty door lock,Low,2025-05-02,Closed
1891,238,Pest control,Low,2025-06-15,In Progress
1892,224,Broken window,High,2025-04-27,Closed
1893,269,Broken window,Low,2025-12-31,Open
1894,394,Doorbell not working,Low,2025-01-14,In Progress
1895,140,Clogged drain,High,2025-05-23,In Progress
1896,351,No hot water,Medium,2025-04-06,Closed
1897,285,Light fixture flickering,Medium,2025-07-11,In Progress
1898,324,Noise complaint,Low,2025-03-26,In Progress
1899,201,Roof leak,High,2025-08-31,Closed
1900,379,Pest control,Low,2025-11-12,In Progress
1901,342,No hot water,High,2025-06-14,Open
1902,176,Leaky faucet,Low,2025-10-06,Open
1903,167,Leaky faucet,High,2025-02-03,Closed
1904,300,Pest control,Low,2025-03-16,Open
1905,387,Faulty door lock,Low,2025-01-20,In Progress
1906,273,Heater not working,Low,2025-09-16,Open
1907,375,Roof leak,Low,2025-02-22,Closed
1908,271,Mold in bathroom,Medium,2025-02-02,Open
1909,328,Roof leak,Medium,2025-07-26,Open
1910,342,Broken window,High,2025-07-14,In Progress
1911,307,Roof leak,Low,2025-05-02,Open
1912,132,No hot water,High,2025-09-29,In Progress
1913,257,Leaky faucet,Low,2025-07-30,Open
1914,110,Doorbell not working,Medium,2025-04-18,Closed
1915,251,No hot water,Low,2025-08-11,Open
1916,296,Mold in bathroom,Medium,2025-08-25,Closed
1917,264,Leaky faucet,Low,2025-06-15,Closed
1918,288,Roof leak,Low,2025-12-27,Closed
1919,162,Air conditioning not cooling,Medium,2025-09-23,In Progress
1920,209,No hot water,High,2025-08-18,Open
1921,338,Clogged drain,High,2025-01-15,In Progress
1922,125,Light fixture flickering,Low,2025-11-06,Open
1923,265,Broken window,Low,2025-09-20,Open
1924,165,Clogged drain,Medium,2025-06-25,Open
1925,113,Doorbell not working,Low,2025-09-18,Open
1926,214,Mold in bathroom,Low,2025-02-22,Open
1927,298,Clogged drain,Low,2025-11-16,In Progress
1928,364,Air conditioning not cooling,High,2025-03-18,In Progress
1929,227,Heater not working,Medium,2025-10-19,Closed
1930,209,Painting required,High,2025-05-13,Closed
1931,330,Pest control,Low,2025-01-09,Closed
1932,274,Light fixture flickering,Medium,2025-09-22,Open
1933,362,Painting required,Low,2025-02-02,Open
1934,312,Air conditioning not cooling,High,2025-10-10,In Progress
1935,253,Noise complaint,Low,2025-06-06,In Progress
1936,256,Faulty door lock,Low,2025-05-17,In Progress
1937,343,Pest control,Low,2025-07-09,Open
1938,386,Pest control,Low,2025-12-10,Closed
1939,380,No hot water,Low,2025-02-04,Closed
1940,226,Faulty door lock,High,2025-12-09,Closed
1941,338,No hot water,Medium,2025-06-07,In Progress
1942,133,Pest control,High,2025-10-22,Closed
1943,375,No hot water,Low,2025-10-02,Open
1944,358,Clogged drain,Low,2025-03-18,Closed
1945,225,Leaky faucet,High,2025-12-05,In Progress
1946,305,Doorbell not working,Medium,2025-06-15,In Progress
1947,354,Heater not working,Low,2025-02-08,Closed
1948,110,Doorbell not working,Low,2025-11-19,Closed
1949,388,Leaky faucet,Low,2025-07-30,Open
1950,319,Leaky faucet,Medium,2025-12-13,In Progress
1951,365,Mold in bathroom,Medium,2025-07-03,Open
1952,170,Heater not working,Medium,2025-01-21,Open
1953,347,Light fixture flickering,Low,2025-05-07,Open
1954,184,Air conditioning not cooling,Medium,2025-04-24,Closed
1955,287,Noise complaint,High,2025-08-19,In Progress
1956,177,Leaky faucet,Medium,2025-05-02,In Progress
1957,391,Broken window,Low,2025-05-03,Closed
1958,168,Clogged drain,Low,2025-06-26,In Progress
1959,353,Mold in bathroom,High,2025-05-18,In Progress
1960,253,Heater not working,Medium,2025-06-08,Closed
1961,188,Light fixture flickering,Low,2025-04-02,Open
1962,266,Light fixture flickering,Medium,2025-03-10,Open
1963,204,Broken window,Low,2025-06-29,Closed
1964,387,Noise complaint,Low,2025-06-28,In Progress
1965,357,Leaky faucet,Low,2025-04-28,Closed
1966,156,No hot water,Medium,2025-01-19,Open
1967,164,Mold in bathroom,Medium,2025-04-04,In Progress
1968,252,Pest control,High,2025-07-31,Open
1969,113,Heater not working,Low,2025-06-22,Open
1970,107,Painting required,Low,2025-08-26,Open
1971,272,Faulty door lock,High,2025-04-02,Closed
1972,388,Light fixture flickering,Medium,2025-04-20,Open
1973,203,Garage door malfunction,Medium,2025-03-15,Closed
1974,130,Faulty door lock,Low,2025-05-21,In Progress
1975,136,Painting required,Medium,2025-09-24,Open
1976,185,Clogged drain,Medium,2025-12-02,Open
1977,264,Roof leak,Medium,2025-03-03,Closed
1978,367,Mold in bathroom,Medium,2025-06-04,Open
1979,273,Faulty door lock,Low,2025-05-16,Open
1980,196,Noise complaint,Low,2025-10-21,In Progress
1981,389,Noise complaint,Medium,2025-05-22,Open
1982,265,Pest control,Low,2025-07-20,In Progress
1983,285,Clogged drain,Low,2025-12-14,Open
1984,365,Noise complaint,Low,2025-04-29,Open
1985,319,Light fixture flickering,Medium,2025-01-01,Open
1986,138,Faulty door lock,High,2025-10-31,In Progress
1987,309,Garage door malfunction,Medium,2025-03-21,Open
1988,158,Roof leak,Low,2025-05-29,Closed
1989,262,Broken window,Low,2025-09-13,Open
1990,185,Light fixture flickering,Medium,2025-01-20,Closed
1991,138,Pest control,Medium,2025-03-24,Open
1992,350,Mold in bathroom,High,2025-06-05,In Progress
1993,362,Air conditioning not cooling,High,2025-04-04,Open
1994,298,Mold in bathroom,Low,2025-10-16,In Progress
1995,184,No hot water,Low,2025-07-23,In Progress
1996,158,Leaky faucet,Low,2025-07-17,Closed
1997,127,Doorbell not working,Low,2025-02-02,Open
1998,293,Broken window,Medium,2025-10-25,Closed
1999,226,Light fixture flickering,High,2025-07-13,Closed
2000,297,Painting required,Low,2025-08-18,Open
2001,122,Garage door malfunction,High,2025-09-20,In Progress
2002,276,Light fixture flickering,High,2025-01-01,In Progress
2003,376,Mold in bathroom,Low,2025-04-09,Open
2004,262,Noise complaint,Medium,2025-03-15,Closed
2005,356,Mold in bathroom,Low,2025-04-26,Open
2006,159,Pest control,High,2025-02-07,In Progress
2007,372,Painting required,Low,2025-10-22,In Progress
2008,254,Mold in bathroom,Low,2025-05-21,Open
2009,128,Broken window,Medium,2025-07-02,In Progress
2010,170,Pest control,Medium,2025-01-21,Open
2011,388,Noise complaint,Low,2025-04-26,Open
2012,145,Mold in bathroom,Medium,2025-03-10,Open
2013,204,Light fixture flickering,Medium,2025-07-01,In Progress
2014,169,Air conditioning not cooling,Low,2025-09-27,Open
2015,376,Leaky faucet,Low,2025-10-29,Open
2016,172,Doorbell not working,Low,2025-01-24,Closed
2017,370,Painting required,Medium,2025-11-28,Open
2018,218,Faulty door lock,High,2025-06-29,Closed
2019,208,Leaky faucet,High,2025-02-09,In Progress
2020,362,Air conditioning not cooling,Medium,2025-01-16,Open
2021,267,Broken window,Low,2025-12-03,Open
2022,205,Roof leak,Medium,2025-03-03,Open
2023,152,Leaky faucet,Low,2025-04-15,Open
2024,354,Faulty door lock,Low,2025-06-03,Closed
2025,194,No hot water,Medium,2025-11-10,Open
2026,165,Air conditioning not cooling,High,2025-12-31,Closed
2027,155,Air conditioning not cooling,Low,2025-10-13,Open
2028,141,Heater not working,Low,2025-12-26,In Progress
2029,222,Heater not working,Medium,2025-08-04,Closed
2030,142,Heater not working,High,2025-07-23,Closed
2031,167,Pest control,High,2025-09-25,In Progress
2032,299,Painting required,Low,2025-05-13,Closed
2033,386,No hot water,High,2025-08-21,Open
2034,177,Heater not working,Low,2025-07-24,Open
2035,117,Painting required,Medium,2025-10-21,Closed
2036,242,Faulty door lock,Medium,2025-07-25,Closed
2037,132,Clogged drain,Low,2025-10-20,In Progress
2038,273,Garage door malfunction,Medium,2025-06-21,In Progress
2039,296,No hot water,High,2025-03-27,Closed
2040,204,Broken window,Low,2025-11-22,Closed
2041,305,Faulty door lock,Medium,2025-10-05,Closed
2042,282,Mold in bathroom,High,2025-03-11,Open
2043,289,Pest control,Medium,2025-02-26,In Progress
2044,266,Broken window,Low,2025-03-29,Open
2045,376,Leaky faucet,Medium,2025-05-10,Closed
2046,157,Light fixture flickering,Low,2025-02-18,Open
2047,180,Doorbell not working,Medium,2025-03-07,In Progress
2048,346,Faulty door lock,Low,2025-08-15,Closed
2049,389,Painting required,Low,2025-01-06,Closed
2050,286,Broken window,Low,2025-07-16,In Progress
2051,369,Faulty door lock,High,2025-08-24,In Progress
2052,308,Roof leak,Low,2025-05-31,Closed
2053,389,Roof leak,Medium,2025-05-16,Open
2054,162,Light fixture flickering,Medium,2025-08-09,In Progress
2055,319,Air conditioning not cooling,Medium,2025-11-29,Closed
2056,235,Roof leak,Medium,2025-06-01,Closed
2057,162,Roof leak,High,2025-08-11,Closed
2058,354,Heater not working,Low,2025-11-15,Closed
2059,291,Garage door malfunction,High,2025-03-05,Open
2060,173,Pest control,Medium,2025-05-09,In Progress
2061,308,Mold in bathroom,Low,2025-09-22,Closed
2062,221,Doorbell not working,Medium,2025-05-06,Open
2063,161,Leaky faucet,High,2025-12-24,In Progress
2064,214,Doorbell not working,Medium,2025-03-13,Closed
2065,220,Garage door malfunction,Medium,2025-10-08,Closed
2066,385,Light fixture flickering,Low,2025-11-29,Closed
2067,344,Air conditioning not cooling,Low,2025-06-06,In Progress
2068,276,Faulty door lock,High,2025-05-16,Closed
2069,373,Air conditioning not cooling,Low,2025-07-27,In Progress
2070,200,Noise complaint,Low,2025-04-18,Closed
2071,342,No hot water,High,2025-02-09,In Progress
2072,323,Light fixture flickering,Medium,2025-01-12,In Progress
2073,197,Air conditioning not cooling,Medium,2025-05-01,Open
2074,303,Garage door malfunction,Medium,2025-08-30,Open
2075,326,Clogged drain,Low,2025-12-11,Open
2076,185,No hot water,Medium,2025-07-22,In Progress
2077,145,Leaky faucet,Low,2025-12-22,In Progress
2078,134,Faulty door lock,Medium,2025-08-02,Closed
2079,341,Garage door malfunction,Medium,2025-06-10,In Progress
2080,219,Doorbell not working,Medium,2025-09-11,In Progress
2081,290,Roof leak,Low,2025-07-16,Open
2082,186,Pest control,Medium,2025-02-06,Open
2083,365,Painting required,High,2025-01-16,Closed
2084,392,Leaky faucet,Medium,2025-12-10,Closed
2085,173,Faulty door lock,High,2025-05-18,Closed
2086,183,Heater not working,Low,2025-09-29,Open
2087,361,Doorbell not working,Medium,2025-03-10,Closed
2088,133,Clogged drain,Low,2025-08-14,In Progress
2089,129,Painting required,Low,2025-08-06,Closed
2090,333,Noise complaint,High,2025-07-24,Closed
2091,342,Broken window,Medium,2025-11-29,Open
2092,218,No hot water,High,2025-06-27,In Progress
2093,157,Pest control,Medium,2025-10-28,Open
2094,386,Light fixture flickering,Low,2025-01-27,Open
2095,117,Doorbell not working,Low,2025-11-25,Closed
2096,371,Air conditioning not cooling,High,2025-05-25,Open
2097,215,Light fixture flickering,Low,2025-06-12,In Progress
2098,173,Garage door malfunction,Low,2025-07-01,In Progress
2099,375,Pest control,High,2025-04-01,Open
2100,190,Faulty door lock,Low,2025-01-15,Closed
2101,189,Air conditioning not cooling,High,2025-04-02,In Progress
2102,101,Doorbell not working,Low,2025-08-12,In Progress
2103,182,Clogged drain,Low,2025-12-04,In Progress
2104,124,Roof leak,Medium,2025-04-19,In Progress
2105,238,Noise complaint,Low,2025-07-05,In Progress
2106,201,Doorbell not working,Low,2025-09-23,Open
2107,378,Broken window,Low,2025-04-12,Open
2108,185,Leaky faucet,Low,2025-09-19,In Progress
2109,113,Doorbell not working,Medium,2025-01-25,In Progress
2110,218,Mold in bathroom,Low,2025-07-23,In Progress
2111,160,Garage door malfunction,Medium,2025-01-20,Closed
2112,289,Painting required,High,2025-01-01,In Progress
2113,178,Noise complaint,High,2025-06-29,Closed
2114,272,Noise complaint,Medium,2025-08-18,In Progress
2115,345,Faulty door lock,Medium,2025-11-22,In Progress
2116,301,Broken window,Medium,2025-02-07,Closed
2117,214,Broken window,Medium,2025-09-21,In Progress
2118,185,Heater not working,High,2025-01-25,In Progress
2119,239,Roof leak,Low,2025-04-27,Closed
2120,288,Clogged drain,Medium,2025-11-30,In Progress
2121,209,Air conditioning not cooling,Low,2025-04-28,Closed
2122,305,Air conditioning not cooling,Low,2025-01-07,Closed
2123,104,Clogged drain,High,2025-09-06,In Progress
2124,336,Mold in bathroom,Low,2025-05-06,Open
2125,136,Garage door malfunction,Low,2025-10-31,Open
2126,197,Light fixture flickering,Low,2025-05-21,In Progress
2127,253,Broken window,High,2025-03-18,In Progress
2128,177,Clogged drain,Medium,2025-09-24,In Progress
2129,148,Mold in bathroom,High,2025-11-05,Open
2130,179,Broken window,Low,2025-05-19,Closed
2131,396,Leaky faucet,Low,2025-01-08,Closed
2132,225,Faulty door lock,Medium,2025-10-29,Closed
2133,147,Mold in bathroom,High,2025-07-15,Closed
2134,230,Faulty door lock,Low,2025-03-10,In Progress
2135,365,Faulty door lock,Low,2025-05-01,Closed
2136,309,Noise complaint,Low,2025-01-07,Open
2137,214,Broken window,Medium,2025-08-01,Open
2138,253,Air conditioning not cooling,Low,2025-04-24,In Progress
2139,248,Pest control,Low,2025-07-07,Open
2140,315,Light fixture flickering,Low,2025-03-01,Open
2141,135,Air conditioning not cooling,High,2025-06-18,In Progress
2142,153,Leaky faucet,Low,2025-09-30,Open
2143,272,Roof leak,Low,2025-01-30,Closed
2144,232,Mold in bathroom,High,2025-09-07,Closed
2145,367,Doorbell not working,Medium,2025-01-10,Open
2146,380,Noise complaint,Low,2025-06-14,Closed
2147,281,Doorbell not working,Medium,2025-06-29,In Progress
2148,182,Mold in bathroom,Low,2025-03-15,Open
2149,308,Leaky faucet,Medium,2025-10-30,Closed
2150,281,Leaky faucet,Low,2025-12-29,Open
2151,196,Garage door malfunction,Medium,2025-05-30,Closed
2152,188,Pest control,High,2025-01-14,Closed
2153,346,Broken window,Low,2025-03-02,Closed
2154,195,Mold in bathroom,Medium,2025-10-05,Closed
2155,364,Doorbell not working,Low,2025-08-23,Open
2156,122,Heater not working,Low,2025-10-02,Closed
2157,346,Light fixture flickering,Low,2025-12-26,In Progress
2158,271,Garage door malfunction,Low,2025-07-13,In Progress
2159,175,Clogged drain,Low,2025-11-08,Closed
2160,110,Heater not working,Low,2025-10-01,In Progress
